Nfactura,CODCLI,CODART,Fecha,Unidades,Precio,Costo
3801,3,10,2020-10-28,5,215.99,183.59
3802,3,12,2020-10-29,7,42.8,36.38
3803,3,13,2020-10-30,29,43.19,36.28
3804,3,15,2020-10-31,29,48.81,41.0
3805,3,9,2020-11-01,5,404.99,344.24
72,15,1,2013-03-17,22,612.25,520.41
73,15,2,2013-03-18,17,129.99,110.49
74,15,5,2013-03-19,21,549.99,467.49
75,15,8,2013-03-20,3,179.99,152.99
76,15,14,2013-03-21,32,70.12,59.6
77,15,15,2013-03-22,65,54.23,46.1
78,15,9,2013-03-23,1,449.99,382.49
179,15,1,2013-07-02,21,612.25,520.41
180,15,2,2013-07-03,16,129.99,110.49
181,15,5,2013-07-04,20,549.99,467.49
182,15,8,2013-07-05,3,179.99,152.99
183,15,14,2013-07-06,30,70.12,59.6
184,15,15,2013-07-07,61,54.23,46.1
185,15,9,2013-07-08,1,449.99,382.49
246,15,1,2013-09-07,23,612.25,520.41
247,15,2,2013-09-08,18,129.99,110.49
248,15,5,2013-09-09,21,549.99,467.49
249,15,8,2013-09-10,3,179.99,152.99
250,15,14,2013-09-11,33,70.12,59.6
251,15,15,2013-09-12,66,54.23,46.1
252,15,9,2013-09-13,1,449.99,382.49
402,15,1,2014-02-10,20,612.25,520.41
403,15,2,2014-02-11,16,129.99,110.49
404,15,5,2014-02-12,19,549.99,467.49
405,15,8,2014-02-13,2,179.99,152.99
406,15,14,2014-02-14,29,70.12,59.6
407,15,15,2014-02-15,58,54.23,46.1
408,15,9,2014-02-16,1,449.99,382.49
473,15,1,2014-04-22,17,612.25,520.41
474,15,2,2014-04-23,13,129.99,110.49
475,15,5,2014-04-24,15,549.99,467.49
476,15,8,2014-04-25,2,179.99,152.99
477,15,14,2014-04-26,24,70.12,59.6
478,15,15,2014-04-27,48,54.23,46.1
479,15,9,2014-04-28,1,449.99,382.49
708,15,1,2014-12-13,21,612.25,520.41
709,15,2,2014-12-14,16,129.99,110.49
710,15,5,2014-12-15,19,549.99,467.49
711,15,8,2014-12-16,3,179.99,152.99
712,15,14,2014-12-17,30,70.12,59.6
713,15,15,2014-12-18,60,54.23,46.1
714,15,9,2014-12-19,10,449.99,382.49
783,15,1,2015-02-26,22,612.25,520.41
784,15,2,2015-02-27,17,129.99,110.49
785,15,5,2015-02-28,21,549.99,467.49
786,15,8,2015-03-01,3,179.99,152.99
787,15,14,2015-03-02,32,70.12,59.6
788,15,15,2015-03-03,64,54.23,46.1
789,15,9,2015-03-04,1,449.99,382.49
869,15,1,2015-05-23,24,612.25,520.41
870,15,2,2015-05-24,18,129.99,110.49
871,15,5,2015-05-25,22,549.99,467.49
872,15,8,2015-05-26,3,179.99,152.99
873,15,14,2015-05-27,34,70.12,59.6
874,15,15,2015-05-28,68,54.23,46.1
875,15,9,2015-05-29,1,449.99,382.49
969,15,1,2015-08-31,27,612.25,520.41
970,15,2,2015-09-01,21,129.99,110.49
971,15,5,2015-09-02,25,549.99,467.49
972,15,8,2015-09-03,3,179.99,152.99
973,15,14,2015-09-04,39,70.12,59.6
974,15,15,2015-09-05,78,54.23,46.1
975,15,9,2015-09-06,1,449.99,382.49
1076,15,1,2015-12-16,26,612.25,520.41
1077,15,2,2015-12-17,20,129.99,110.49
1078,15,5,2015-12-18,24,549.99,467.49
1079,15,8,2015-12-19,3,179.99,152.99
1080,15,14,2015-12-20,37,70.12,59.6
1081,15,15,2015-12-21,74,54.23,46.1
1082,15,9,2015-12-22,1,449.99,382.49
1143,15,1,2016-02-21,28,612.25,520.41
1144,15,2,2016-02-22,22,129.99,110.49
1145,15,5,2016-02-23,26,549.99,467.49
1146,15,8,2016-02-24,4,179.99,152.99
1147,15,14,2016-02-25,40,70.12,59.6
1148,15,15,2016-02-26,80,54.23,46.1
1149,15,9,2016-02-27,2,449.99,382.49
1299,15,1,2016-07-26,24,612.25,520.41
1300,15,2,2016-07-27,19,129.99,110.49
1301,15,5,2016-07-28,23,549.99,467.49
1302,15,8,2016-07-29,3,179.99,152.99
1303,15,14,2016-07-30,35,70.12,59.6
1304,15,15,2016-07-31,71,54.23,46.1
1305,15,9,2016-08-01,1,449.99,382.49
1370,15,1,2016-10-05,20,612.25,520.41
1371,15,2,2016-10-06,16,129.99,110.49
1372,15,5,2016-10-07,19,549.99,467.49
1373,15,8,2016-10-08,2,179.99,152.99
1374,15,14,2016-10-09,29,70.12,59.6
1375,15,15,2016-10-10,59,54.23,46.1
1376,15,9,2016-10-11,1,449.99,382.49
1605,15,1,2017-05-28,25,612.25,520.41
1606,15,2,2017-05-29,20,129.99,110.49
1607,15,5,2017-05-30,23,549.99,467.49
1608,15,8,2017-05-31,3,179.99,152.99
1609,15,14,2017-06-01,36,70.12,59.6
1610,15,15,2017-06-02,73,54.23,46.1
1611,15,9,2017-06-03,1,449.99,382.49
1680,15,1,2017-08-11,27,612.25,520.41
1681,15,2,2017-08-12,21,129.99,110.49
1682,15,5,2017-08-13,25,549.99,467.49
1683,15,8,2017-08-14,3,179.99,152.99
1684,15,14,2017-08-15,39,70.12,59.6
1685,15,15,2017-08-16,78,54.23,46.1
1686,15,9,2017-08-17,1,449.99,382.49
1766,15,1,2017-11-05,29,612.25,520.41
1767,15,2,2017-11-06,22,129.99,110.49
1768,15,5,2017-11-07,26,549.99,467.49
1769,15,8,2017-11-08,4,179.99,152.99
1770,15,14,2017-11-09,41,70.12,59.6
1771,15,15,2017-11-10,83,54.23,46.1
1772,15,9,2017-11-11,2,449.99,382.49
1866,15,1,2018-02-13,32,612.25,520.41
1867,15,2,2018-02-14,25,129.99,110.49
1868,15,5,2018-02-15,30,549.99,467.49
1869,15,8,2018-02-16,4,179.99,152.99
1870,15,14,2018-02-17,46,70.12,59.6
1871,15,15,2018-02-18,92,54.23,46.1
1872,15,9,2018-02-19,2,449.99,382.49
1973,15,1,2018-05-31,30,612.25,520.41
1974,15,2,2018-06-01,24,129.99,110.49
1975,15,5,2018-06-02,28,549.99,467.49
1976,15,8,2018-06-03,4,179.99,152.99
1977,15,14,2018-06-04,43,70.12,59.6
1978,15,15,2018-06-05,87,54.23,46.1
1979,15,9,2018-06-06,2,449.99,382.49
2040,15,1,2018-08-06,32,612.25,520.41
2041,15,2,2018-08-07,25,129.99,110.49
2042,15,5,2018-08-08,30,549.99,467.49
2043,15,8,2018-08-09,4,179.99,152.99
2044,15,14,2018-08-10,47,70.12,59.6
2045,15,15,2018-08-11,94,54.23,46.1
2046,15,9,2018-08-12,2,449.99,382.49
2150,15,1,2018-11-24,20,612.25,520.41
2151,15,2,2018-11-25,16,129.99,110.49
2152,15,5,2018-11-26,19,549.99,467.49
2153,15,8,2018-11-27,2,179.99,152.99
2154,15,14,2018-11-28,29,70.12,59.6
2155,15,15,2018-11-29,58,54.23,46.1
2156,15,9,2018-11-30,1,449.99,382.49
2221,15,1,2019-02-03,17,612.25,520.41
2222,15,2,2019-02-04,13,129.99,110.49
2223,15,5,2019-02-05,15,549.99,467.49
2224,15,8,2019-02-06,2,179.99,152.99
2225,15,14,2019-02-07,24,70.12,59.6
2226,15,15,2019-02-08,48,54.23,46.1
2227,15,9,2019-02-09,1,449.99,382.49
114,15,1,2015-10-20,21,612.25,520.41
115,15,2,2015-10-20,16,129.99,110.49
116,15,5,2015-10-20,19,549.99,467.49
117,15,8,2015-10-20,3,179.99,152.99
118,15,14,2015-10-20,30,70.12,59.6
119,15,15,2015-10-20,60,54.23,46.1
120,15,9,2015-10-20,1,449.99,382.49
189,15,1,2015-11-20,22,612.25,520.41
190,15,2,2015-11-20,17,129.99,110.49
191,15,5,2015-11-20,21,549.99,467.49
192,15,8,2015-11-20,3,179.99,152.99
193,15,14,2015-11-20,32,70.12,59.6
194,15,15,2015-11-20,64,54.23,46.1
195,15,9,2015-11-20,1,449.99,382.49
277,15,1,2016-01-20,22,612.25,520.41
278,15,2,2016-01-20,17,129.99,110.49
279,15,5,2016-01-20,21,549.99,467.49
280,15,8,2016-01-20,3,179.99,152.99
281,15,14,2016-01-20,32,70.12,59.6
282,15,15,2016-01-20,65,54.23,46.1
283,15,9,2016-01-20,20,449.99,382.49
384,15,1,2016-02-20,21,612.25,520.41
385,15,2,2016-02-20,16,129.99,110.49
386,15,5,2016-02-20,20,549.99,467.49
387,15,8,2016-02-20,3,179.99,152.99
388,15,14,2016-02-20,30,70.12,59.6
389,15,15,2016-02-20,61,54.23,46.1
390,15,9,2016-02-20,20,449.99,382.49
451,15,1,2016-03-20,23,612.25,520.41
452,15,2,2016-03-20,18,129.99,110.49
453,15,5,2016-03-20,21,549.99,467.49
454,15,8,2016-03-20,3,179.99,152.99
455,15,14,2016-03-20,33,70.12,59.6
456,15,15,2016-03-20,66,54.23,46.1
457,15,9,2016-03-20,20,449.99,382.49
524,15,1,2016-05-20,20,612.25,520.41
525,15,2,2016-05-20,16,129.99,110.49
526,15,5,2016-05-20,19,549.99,467.49
527,15,8,2016-05-20,2,179.99,152.99
528,15,14,2016-05-20,29,70.12,59.6
529,15,15,2016-05-20,58,54.23,46.1
530,15,9,2016-05-20,20,449.99,382.49
595,15,1,2016-06-20,17,612.25,520.41
596,15,2,2016-06-20,13,129.99,110.49
597,15,5,2016-06-20,15,549.99,467.49
598,15,8,2016-06-20,2,179.99,152.99
599,15,14,2016-06-20,24,70.12,59.6
600,15,15,2016-06-20,48,54.23,46.1
601,15,9,2016-06-20,20,449.99,382.49
830,15,1,2016-10-20,21,612.25,520.41
831,15,2,2016-10-20,16,129.99,110.49
832,15,5,2016-10-20,19,549.99,467.49
833,15,8,2016-10-20,3,179.99,152.99
834,15,14,2016-10-20,30,70.12,59.6
835,15,15,2016-10-20,60,54.23,46.1
836,15,9,2016-10-20,20,449.99,382.49
905,15,1,2016-11-20,22,612.25,520.41
906,15,2,2016-11-20,17,129.99,110.49
907,15,5,2016-11-20,21,549.99,467.49
908,15,8,2016-11-20,3,179.99,152.99
909,15,14,2016-11-20,32,70.12,59.6
910,15,15,2016-11-20,64,54.23,46.1
911,15,9,2016-11-20,20,449.99,382.49
991,15,1,2016-12-20,24,612.25,520.41
992,15,2,2016-12-20,18,129.99,110.49
993,15,5,2016-12-20,22,549.99,467.49
994,15,8,2016-12-20,3,179.99,152.99
995,15,14,2016-12-20,34,70.12,59.6
996,15,15,2016-12-20,68,54.23,46.1
997,15,9,2016-12-20,20,449.99,382.49
1100,15,1,2017-02-20,21,612.25,520.41
1101,15,2,2017-02-20,16,129.99,110.49
1102,15,5,2017-02-20,20,549.99,467.49
1103,15,8,2017-02-20,3,179.99,152.99
1104,15,14,2017-02-20,30,70.12,59.6
1105,15,15,2017-02-20,61,54.23,46.1
1106,15,9,2017-02-20,1,449.99,382.49
1167,15,1,2017-03-20,23,612.25,520.41
1168,15,2,2017-03-20,18,129.99,110.49
1169,15,5,2017-03-20,21,549.99,467.49
1170,15,8,2017-03-20,3,179.99,152.99
1171,15,14,2017-03-20,33,70.12,59.6
1172,15,15,2017-03-20,66,54.23,46.1
1173,15,9,2017-03-20,1,449.99,382.49
1240,15,1,2017-05-20,20,612.25,520.41
1241,15,2,2017-05-20,16,129.99,110.49
1242,15,5,2017-05-20,19,549.99,467.49
1243,15,8,2017-05-20,2,179.99,152.99
1244,15,14,2017-05-20,29,70.12,59.6
1245,15,15,2017-05-20,58,54.23,46.1
1246,15,9,2017-05-20,1,449.99,382.49
1311,15,1,2017-06-20,17,612.25,520.41
1312,15,2,2017-06-20,13,129.99,110.49
1313,15,5,2017-06-20,15,549.99,467.49
1314,15,8,2017-06-20,2,179.99,152.99
1315,15,14,2017-06-20,24,70.12,59.6
1316,15,15,2017-06-20,48,54.23,46.1
1317,15,9,2017-06-20,1,449.99,382.49
1546,15,1,2017-10-20,21,612.25,520.41
1547,15,2,2017-10-20,16,129.99,110.49
1548,15,5,2017-10-20,19,549.99,467.49
1549,15,8,2017-10-20,3,179.99,152.99
1550,15,14,2017-10-20,30,70.12,59.6
1551,15,15,2017-10-20,60,54.23,46.1
1552,15,9,2017-10-20,1,449.99,382.49
1621,15,1,2017-11-20,22,612.25,520.41
1622,15,2,2017-11-20,17,129.99,110.49
1623,15,5,2017-11-20,21,549.99,467.49
1624,15,8,2017-11-20,3,179.99,152.99
1625,15,14,2017-11-20,32,70.12,59.6
1626,15,15,2017-11-20,64,54.23,46.1
1627,15,9,2017-11-20,1,449.99,382.49
1707,15,1,2017-12-20,24,612.25,520.41
1708,15,2,2017-12-20,18,129.99,110.49
1709,15,5,2017-12-20,22,549.99,467.49
1710,15,8,2017-12-20,3,179.99,152.99
1711,15,14,2017-12-20,34,70.12,59.6
1712,15,15,2017-12-20,68,54.23,46.1
1713,15,9,2017-12-20,1,449.99,382.49
1878,15,1,2018-01-20,22,612.25,520.41
1879,15,2,2018-01-20,17,129.99,110.49
1880,15,5,2018-01-20,21,549.99,467.49
1881,15,8,2018-01-20,3,179.99,152.99
1882,15,14,2018-01-20,32,70.12,59.6
1883,15,15,2018-01-20,65,54.23,46.1
1884,15,9,2018-01-20,1,449.99,382.49
1885,15,1,2018-01-20,22,612.25,520.41
1886,15,2,2018-01-20,17,129.99,110.49
1887,15,5,2018-01-20,21,549.99,467.49
1888,15,8,2018-01-20,3,179.99,152.99
1889,15,14,2018-01-20,32,70.12,59.6
1890,15,15,2018-01-20,65,54.23,46.1
1891,15,9,2018-01-20,1,449.99,382.49
2092,15,1,2018-02-20,21,612.25,520.41
2093,15,2,2018-02-20,16,129.99,110.49
2094,15,5,2018-02-20,20,549.99,467.49
2095,15,8,2018-02-20,3,179.99,152.99
2096,15,14,2018-02-20,30,70.12,59.6
2097,15,15,2018-02-20,61,54.23,46.1
2098,15,9,2018-02-20,1,449.99,382.49
2099,15,1,2018-02-20,21,612.25,520.41
2100,15,2,2018-02-20,16,129.99,110.49
2101,15,5,2018-02-20,20,549.99,467.49
2102,15,8,2018-02-20,3,179.99,152.99
2103,15,14,2018-02-20,30,70.12,59.6
2104,15,15,2018-02-20,61,54.23,46.1
2105,15,9,2018-02-20,20,449.99,382.49
2179,15,1,2018-03-20,23,612.25,520.41
2180,15,2,2018-03-20,18,129.99,110.49
2181,15,5,2018-03-20,21,549.99,467.49
2182,15,8,2018-03-20,3,179.99,152.99
2183,15,14,2018-03-20,33,70.12,59.6
2184,15,15,2018-03-20,66,54.23,46.1
2185,15,9,2018-03-20,1,449.99,382.49
2335,15,1,2018-05-20,20,612.25,520.41
2336,15,2,2018-05-20,16,129.99,110.49
2337,15,5,2018-05-20,19,549.99,467.49
2338,15,8,2018-05-20,2,179.99,152.99
2339,15,14,2018-05-20,29,70.12,59.6
2340,15,15,2018-05-20,58,54.23,46.1
2341,15,9,2018-05-20,1,449.99,382.49
2406,15,1,2018-06-20,17,612.25,520.41
2407,15,2,2018-06-20,13,129.99,110.49
2408,15,5,2018-06-20,15,549.99,467.49
2409,15,8,2018-06-20,2,179.99,152.99
2410,15,14,2018-06-20,24,70.12,59.6
2411,15,15,2018-06-20,48,54.23,46.1
2412,15,9,2018-06-20,1,449.99,382.49
2641,15,1,2018-10-20,21,612.25,520.41
2642,15,2,2018-10-20,16,129.99,110.49
2643,15,5,2018-10-20,19,549.99,467.49
2644,15,8,2018-10-20,3,179.99,152.99
2645,15,14,2018-10-20,30,70.12,59.6
2646,15,15,2018-10-20,60,54.23,46.1
2647,15,9,2018-10-20,1,449.99,382.49
2716,15,1,2018-11-20,22,612.25,520.41
2717,15,2,2018-11-20,17,129.99,110.49
2718,15,5,2018-11-20,21,549.99,467.49
2719,15,8,2018-11-20,3,179.99,152.99
2720,15,14,2018-11-20,32,70.12,59.6
2721,15,15,2018-11-20,64,54.23,46.1
2722,15,9,2018-11-20,1,449.99,382.49
2802,15,1,2018-12-20,24,612.25,520.41
2803,15,2,2018-12-20,18,129.99,110.49
2804,15,5,2018-12-20,22,549.99,467.49
2805,15,8,2018-12-20,3,179.99,152.99
2806,15,14,2018-12-20,34,70.12,59.6
2807,15,15,2018-12-20,68,54.23,46.1
2808,15,9,2018-12-20,1,449.99,382.49
2902,15,1,2019-01-20,22,612.25,520.41
2903,15,2,2019-01-20,17,129.99,110.49
2904,15,5,2019-01-20,21,549.99,467.49
2905,15,8,2019-01-20,3,179.99,152.99
2906,15,14,2019-01-20,32,70.12,59.6
2907,15,15,2019-01-20,65,54.23,46.1
2908,15,9,2019-01-20,1,449.99,382.49
3010,15,1,2019-02-14,21,612.25,520.41
3011,15,2,2019-02-14,16,129.99,110.49
3012,15,5,2019-02-14,20,549.99,467.49
3013,15,8,2019-02-14,3,179.99,152.99
3014,15,14,2019-02-14,30,70.12,59.6
3015,15,15,2019-02-14,61,54.23,46.1
3016,15,9,2019-02-14,1,449.99,382.49
3040,15,1,2019-02-19,25,612.25,520.41
3041,15,2,2019-02-19,20,129.99,110.49
3042,15,5,2019-02-19,22,549.99,467.49
3101,15,1,2019-03-20,23,612.25,520.41
3102,15,2,2019-03-20,18,129.99,110.49
3103,15,5,2019-03-20,21,549.99,467.49
3104,15,8,2019-03-20,3,179.99,152.99
3105,15,14,2019-03-20,33,70.12,59.6
3106,15,15,2019-03-20,66,54.23,46.1
3107,15,9,2019-03-20,1,449.99,382.49
3257,15,1,2019-05-20,20,612.25,520.41
3258,15,2,2019-05-20,16,129.99,110.49
3259,15,5,2019-05-20,19,549.99,467.49
3260,15,8,2019-05-20,2,179.99,152.99
3261,15,14,2019-05-20,29,70.12,59.6
3262,15,15,2019-05-20,58,54.23,46.1
3263,15,9,2019-05-20,1,449.99,382.49
3505,15,1,2020-01-06,22,612.25,520.41
3506,15,2,2020-01-07,17,129.99,110.49
3507,15,5,2020-01-08,21,549.99,467.49
3508,15,8,2020-01-09,3,179.99,152.99
3509,15,14,2020-01-10,32,70.12,59.6
3510,15,15,2020-01-11,65,54.23,46.1
3511,15,9,2020-01-12,1,449.99,382.49
3612,15,1,2020-04-22,21,612.25,520.41
3613,15,2,2020-04-23,16,129.99,110.49
3614,15,5,2020-04-24,20,549.99,467.49
3615,15,8,2020-04-25,3,179.99,152.99
3616,15,14,2020-04-26,30,70.12,59.6
3617,15,15,2020-04-27,61,54.23,46.1
3618,15,9,2020-04-28,1,449.99,382.49
3679,15,1,2020-06-28,23,612.25,520.41
3680,15,2,2020-06-29,18,129.99,110.49
3681,15,5,2020-06-30,21,549.99,467.49
3682,15,8,2020-07-01,3,179.99,152.99
3683,15,14,2020-07-02,33,70.12,59.6
3684,15,15,2020-07-03,66,54.23,46.1
3685,15,9,2020-07-04,1,449.99,382.49
3835,15,1,2020-12-01,20,612.25,520.41
3836,15,2,2020-12-02,16,129.99,110.49
3837,15,5,2020-12-03,19,549.99,467.49
3838,15,8,2020-12-04,2,179.99,152.99
3839,15,14,2020-12-05,29,70.12,59.6
3840,15,15,2020-12-06,58,54.23,46.1
3841,15,9,2020-12-07,1,449.99,382.49
85,17,1,2013-03-30,22,581.64,581.64
86,17,4,2013-03-31,24,284.99,284.99
192,17,1,2013-07-15,21,581.64,581.64
193,17,4,2013-07-16,23,284.99,284.99
480,17,1,2014-04-29,17,581.64,581.64
481,17,4,2014-04-30,18,284.99,284.99
543,17,1,2014-07-01,14,581.64,581.64
544,17,4,2014-07-02,15,284.99,284.99
585,17,1,2014-08-12,8,581.64,581.64
586,17,4,2014-08-13,8,284.99,284.99
882,17,1,2015-06-05,24,581.64,581.64
883,17,4,2015-06-06,25,284.99,284.99
982,17,1,2015-09-13,27,581.64,581.64
983,17,4,2015-09-14,29,284.99,284.99
1089,17,1,2015-12-29,26,581.64,581.64
1090,17,4,2015-12-30,27,284.99,284.99
1377,17,1,2016-10-12,20,581.64,581.64
1378,17,4,2016-10-13,22,284.99,284.99
1440,17,1,2016-12-14,17,581.64,581.64
1441,17,4,2016-12-15,18,284.99,284.99
1482,17,1,2017-01-25,9,581.64,581.64
1483,17,4,2017-01-26,10,284.99,284.99
1779,17,1,2017-11-18,29,581.64,581.64
1780,17,4,2017-11-19,31,284.99,284.99
1879,17,1,2018-02-26,32,581.64,581.64
1880,17,4,2018-02-27,34,284.99,284.99
1986,17,1,2018-06-13,30,581.64,581.64
1987,17,4,2018-06-14,32,284.99,284.99
2228,17,1,2019-02-10,17,581.64,581.64
2229,17,4,2019-02-11,18,284.99,284.99
2291,17,1,2019-04-14,14,581.64,581.64
2292,17,4,2019-04-15,15,284.99,284.99
2333,17,1,2019-05-26,8,581.64,581.64
2334,17,4,2019-05-27,8,284.99,284.99
290,17,1,2016-01-23,22,581.64,581.64
291,17,4,2016-01-23,24,284.99,284.99
397,17,1,2016-02-23,21,581.64,581.64
398,17,4,2016-02-23,23,284.99,284.99
602,17,1,2016-06-23,17,581.64,581.64
603,17,4,2016-06-23,18,284.99,284.99
665,17,1,2016-07-23,14,581.64,581.64
666,17,4,2016-07-23,15,284.99,284.99
707,17,1,2016-08-23,8,581.64,581.64
708,17,4,2016-08-23,8,284.99,284.99
1004,17,1,2016-12-23,24,581.64,581.64
1005,17,4,2016-12-23,25,284.99,284.99
1113,17,1,2017-02-23,21,581.64,581.64
1114,17,4,2017-02-23,23,284.99,284.99
1318,17,1,2017-06-23,17,581.64,581.64
1319,17,4,2017-06-23,18,284.99,284.99
1381,17,1,2017-07-23,14,581.64,581.64
1382,17,4,2017-07-23,15,284.99,284.99
1423,17,1,2017-08-23,8,581.64,581.64
1424,17,4,2017-08-23,8,284.99,284.99
1720,17,1,2017-12-23,24,581.64,581.64
1721,17,4,2017-12-23,25,284.99,284.99
1904,17,1,2018-01-23,22,581.64,581.64
1905,17,4,2018-01-23,24,284.99,284.99
1906,17,1,2018-01-23,22,581.64,581.64
1907,17,4,2018-01-23,24,284.99,284.99
2118,17,1,2018-02-23,21,581.64,581.64
2119,17,4,2018-02-23,23,284.99,284.99
2120,17,1,2018-02-23,21,581.64,581.64
2121,17,4,2018-02-23,23,284.99,284.99
2413,17,1,2018-06-23,17,581.64,581.64
2414,17,4,2018-06-23,18,284.99,284.99
2476,17,1,2018-07-23,14,581.64,581.64
2477,17,4,2018-07-23,15,284.99,284.99
2518,17,1,2018-08-23,8,581.64,581.64
2519,17,4,2018-08-23,8,284.99,284.99
2815,17,1,2018-12-23,24,581.64,581.64
2816,17,4,2018-12-23,25,284.99,284.99
2915,17,1,2019-01-23,22,581.64,581.64
2916,17,4,2019-01-23,24,284.99,284.99
3023,17,1,2019-02-14,21,581.64,581.64
3024,17,4,2019-02-14,23,284.99,284.99
3518,17,1,2020-01-19,22,581.64,581.64
3519,17,4,2020-01-20,24,284.99,284.99
3625,17,1,2020-05-05,21,581.64,581.64
3626,17,4,2020-05-06,23,284.99,284.99
92,19,4,2013-04-06,13,269.99,213.29
93,19,5,2013-04-07,4,494.99,395.99
94,19,8,2013-04-08,4,161.99,137.69
487,19,4,2014-05-06,9,269.99,215.99
488,19,5,2014-05-07,3,494.99,395.99
489,19,8,2014-05-08,3,161.99,137.69
796,19,4,2015-03-11,12,269.99,213.29
797,19,5,2015-03-12,4,494.99,395.99
798,19,8,2015-03-13,4,161.99,137.69
889,19,4,2015-06-12,13,269.99,213.29
890,19,5,2015-06-13,5,494.99,395.99
891,19,8,2015-06-14,5,161.99,137.69
989,19,4,2015-09-20,15,269.99,213.29
990,19,5,2015-09-21,5,494.99,395.99
991,19,8,2015-09-22,5,161.99,137.69
1384,19,4,2016-10-19,11,269.99,213.29
1385,19,5,2016-10-20,4,494.99,395.99
1386,19,8,2016-10-21,4,161.99,137.69
1693,19,4,2017-08-24,15,269.99,213.29
1694,19,5,2017-08-25,5,494.99,395.99
1695,19,8,2017-08-26,5,161.99,137.69
1786,19,4,2017-11-25,16,269.99,213.29
1787,19,5,2017-11-26,6,494.99,395.99
1788,19,8,2017-11-27,6,161.99,137.69
1886,19,4,2018-03-05,18,269.99,213.29
1887,19,5,2018-03-06,6,494.99,395.99
1888,19,8,2018-03-07,6,161.99,137.69
2235,19,4,2019-02-17,9,269.99,215.99
2236,19,5,2019-02-18,3,494.99,395.99
2237,19,8,2019-02-19,3,161.99,137.69
202,19,4,2015-11-25,12,269.99,213.29
203,19,5,2015-11-25,4,494.99,395.99
204,19,8,2015-11-25,4,161.99,137.69
297,19,4,2016-01-25,13,269.99,213.29
298,19,5,2016-01-25,4,494.99,395.99
299,19,8,2016-01-25,4,161.99,137.69
609,19,4,2016-06-25,9,269.99,215.99
610,19,5,2016-06-25,3,494.99,395.99
611,19,8,2016-06-25,3,161.99,137.69
918,19,4,2016-11-25,12,269.99,213.29
919,19,5,2016-11-25,4,494.99,395.99
920,19,8,2016-11-25,4,161.99,137.69
1011,19,4,2016-12-25,13,269.99,213.29
1012,19,5,2016-12-25,5,494.99,395.99
1013,19,8,2016-12-25,5,161.99,137.69
1325,19,4,2017-06-25,9,269.99,215.99
1326,19,5,2017-06-25,3,494.99,395.99
1327,19,8,2017-06-25,3,161.99,137.69
1634,19,4,2017-11-25,12,269.99,213.29
1635,19,5,2017-11-25,4,494.99,395.99
1636,19,8,2017-11-25,4,161.99,137.69
1727,19,4,2017-12-25,13,269.99,213.29
1728,19,5,2017-12-25,5,494.99,395.99
1729,19,8,2017-12-25,5,161.99,137.69
1918,19,4,2018-01-25,13,269.99,213.29
1919,19,5,2018-01-25,4,494.99,395.99
1920,19,8,2018-01-25,4,161.99,137.69
1921,19,4,2018-01-25,13,269.99,213.29
1922,19,5,2018-01-25,4,494.99,395.99
1923,19,8,2018-01-25,4,161.99,137.69
2420,19,4,2018-06-25,9,269.99,215.99
2421,19,5,2018-06-25,3,494.99,395.99
2422,19,8,2018-06-25,3,161.99,137.69
2729,19,4,2018-11-25,12,269.99,213.29
2730,19,5,2018-11-25,4,494.99,395.99
2731,19,8,2018-11-25,4,161.99,137.69
2822,19,4,2018-12-25,13,269.99,213.29
2823,19,5,2018-12-25,5,494.99,395.99
2824,19,8,2018-12-25,5,161.99,137.69
2922,19,4,2019-01-25,13,269.99,213.29
2923,19,5,2019-01-25,4,494.99,395.99
2924,19,8,2019-01-25,4,161.99,137.69
3525,19,4,2020-01-26,13,269.99,213.29
3526,19,5,2020-01-27,4,494.99,395.99
3527,19,8,2020-01-28,4,161.99,137.69
39,10,1,2013-02-12,32,581.64,523.48
40,10,2,2013-02-13,32,123.49,111.14
41,10,4,2013-02-14,24,284.99,256.49
42,10,5,2013-02-15,32,522.49,470.24
43,10,6,2013-02-16,32,47.49,42.74
44,10,7,2013-02-17,24,56.99,51.29
45,10,8,2013-02-18,24,170.99,153.89
46,10,11,2013-02-19,4,569.99,512.99
47,10,12,2013-02-20,32,45.18,40.66
48,10,13,2013-02-21,81,45.59,41.03
49,10,14,2013-02-22,32,66.61,59.95
50,10,15,2013-02-23,65,51.52,46.37
323,10,1,2013-11-23,30,581.64,523.48
324,10,2,2013-11-24,30,123.49,111.14
325,10,4,2013-11-25,22,284.99,256.49
326,10,5,2013-11-26,30,522.49,470.24
327,10,6,2013-11-27,30,47.49,42.74
328,10,7,2013-11-28,22,56.99,51.29
329,10,8,2013-11-29,22,170.99,153.89
330,10,11,2013-11-30,4,569.99,512.99
331,10,12,2013-12-01,30,45.18,40.66
332,10,13,2013-12-02,76,45.59,41.03
333,10,14,2013-12-03,30,66.61,59.95
334,10,15,2013-12-04,60,51.52,46.37
757,10,1,2015-01-31,32,581.64,523.48
758,10,2,2015-02-01,32,123.49,111.14
759,10,4,2015-02-02,24,284.99,256.49
760,10,5,2015-02-03,32,522.49,470.24
761,10,6,2015-02-04,32,47.49,42.74
762,10,7,2015-02-05,24,56.99,51.29
763,10,8,2015-02-06,24,170.99,153.89
764,10,11,2015-02-07,4,569.99,512.99
765,10,12,2015-02-08,32,45.18,40.66
766,10,13,2015-02-09,81,45.59,41.03
767,10,14,2015-02-10,32,66.61,59.95
768,10,15,2015-02-11,64,51.52,46.37
